Timestamp,Altersgruppe,7T_Hospitalisierung_Faelle,7T_Hospitalisierung_Inzidenz,Hospitalisierung_Faelle
1619568000,05-14,1,0.54,0.14
1619568000,15-34,15,3.87,2.14
1619568000,35-59,72,9.96,10.29
1619568000,60-79,142,25.39,20.29
1619568000,80+,70,39.07,10.00
1619654400,00+,282,13.30,40.29
1619654400,00-04,3,3.42,0.43
1619654400,05-14,1,0.54,0.14
1619654400,15-34,14,3.62,2.00
1619654400,35-59,62,8.58,8.86
1619654400,60-79,139,24.85,19.86
1619654400,80+,63,35.16,9.00
1619740800,00+,296,13.96,42.29
1619740800,00-04,1,1.14,0.14
1619740800,05-14,1,0.54,0.14
1619740800,15-34,14,3.62,2.00
1619740800,35-59,67,9.27,9.57
1619740800,60-79,144,25.74,20.57
1619740800,80+,69,38.51,9.86
1619827200,00+,290,13.68,41.43
1619827200,00-04,1,1.14,0.14
1619827200,05-14,2,1.09,0.29
1619827200,15-34,14,3.62,2.00
1619827200,35-59,70,9.69,10.00
1619827200,60-79,138,24.67,19.71
1619827200,80+,65,36.28,9.29
1619913600,00+,291,13.72,41.57
1619913600,00-04,1,1.14,0.14
1619913600,05-14,3,1.63,0.43
1619913600,15-34,15,3.87,2.14
1619913600,35-59,72,9.96,10.29
1619913600,60-79,141,25.21,20.14
1619913600,80+,59,32.93,8.43
1620000000,00+,292,13.77,41.71
1620000000,00-04,2,2.28,0.29
1620000000,05-14,3,1.63,0.43
1620000000,15-34,15,3.87,2.14
1620000000,35-59,70,9.69,10.00
1620000000,60-79,142,25.39,20.29
1620000000,80+,60,33.49,8.57
1620086400,00+,304,14.34,43.43
1620086400,00-04,3,3.42,0.43
1620086400,05-14,6,3.26,0.86
1620086400,15-34,16,4.13,2.29
1620086400,35-59,68,9.41,9.71
1620086400,60-79,146,26.10,20.86
1620086400,80+,65,36.28,9.29
1620172800,00+,299,14.10,42.71
1620172800,00-04,4,4.56,0.57
1620172800,05-14,6,3.26,0.86
1620172800,15-34,17,4.39,2.43
1620172800,35-59,67,9.27,9.57
1620172800,60-79,139,24.85,19.86
1620172800,80+,66,36.84,9.43
1620259200,00+,304,14.34,43.43
1620259200,00-04,3,3.42,0.43
1620259200,05-14,6,3.26,0.86
1620259200,15-34,14,3.62,2.00
1620259200,35-59,73,10.10,10.43
1620259200,60-79,140,25.03,20.00
1620259200,80+,68,37.95,9.71
1620345600,00+,280,13.21,40.00
1620345600,00-04,3,3.42,0.43
1620345600,05-14,6,3.26,0.86
1620345600,15-34,14,3.62,2.00
1620345600,35-59,65,8.99,9.29
1620345600,60-79,134,23.96,19.14
1620345600,80+,58,32.37,8.29
1620432000,00+,283,13.35,40.43
1620432000,00-04,3,3.42,0.43
1620432000,05-14,5,2.72,0.71
1620432000,15-34,14,3.62,2.00
1620432000,35-59,63,8.72,9.00
1620432000,60-79,136,24.31,19.43
1620432000,80+,62,34.60,8.86
1620518400,00+,271,12.78,38.71
1620518400,00-04,3,3.42,0.43
1620518400,05-14,3,1.63,0.43
1620518400,15-34,11,2.84,1.57
1620518400,35-59,56,7.75,8.00
1620518400,60-79,133,23.78,19.00
1620518400,80+,65,36.28,9.29
1620604800,00+,274,12.92,39.14
1620604800,00-04,2,2.28,0.29
1620604800,05-14,3,1.63,0.43
1620604800,15-34,11,2.84,1.57
1620604800,35-59,56,7.75,8.00
1620604800,60-79,132,23.60,18.86
1620604800,80+,70,39.07,10.00
1620691200,00+,264,12.45,37.71
1620691200,00-04,1,1.14,0.14
1620691200,05-14,0,0.00,0.00
1620691200,15-34,12,3.10,1.71
1620691200,35-59,57,7.89,8.14
1620691200,60-79,127,22.70,18.14
1620691200,80+,67,37.39,9.57
1620777600,00+,263,12.40,37.57
1620777600,00-04,0,0.00,0.00
1620777600,05-14,0,0.00,0.00
1620777600,15-34,13,3.36,1.86
1620777600,35-59,60,8.30,8.57
1620777600,60-79,121,21.63,17.29
1620777600,80+,69,38.51,9.86
1620864000,00+,252,11.89,36.00
1620864000,00-04,0,0.00,0.00
1620864000,05-14,0,0.00,0.00
1620864000,15-34,18,4.65,2.57
1620864000,35-59,56,7.75,8.00
1620864000,60-79,109,19.49,15.57
1620864000,80+,69,38.51,9.86
1620950400,00+,228,10.75,32.57
1620950400,00-04,1,1.14,0.14
1620950400,05-14,0,0.00,0.00
1620950400,15-34,15,3.87,2.14
1620950400,35-59,52,7.20,7.43
1620950400,60-79,98,17.52,14.00
1620950400,80+,62,34.60,8.86
1621036800,00+,199,9.39,28.43
1621036800,00-04,1,1.14,0.14
1621036800,05-14,0,0.00,0.00
1621036800,15-34,14,3.62,2.00
1621036800,35-59,44,6.09,6.29
1621036800,60-79,86,15.37,12.29
1621036800,80+,54,30.14,7.71
1621123200,00+,206,9.72,29.43
1621123200,00-04,1,1.14,0.14
1621123200,05-14,0,0.00,0.00
1621123200,15-34,14,3.62,2.00
1621123200,35-59,53,7.33,7.57
1621123200,60-79,89,15.91,12.71
1621123200,80+,49,27.35,7.00
1621209600,00+,192,9.06,27.43
1621209600,00-04,1,1.14,0.14
1621209600,05-14,0,0.00,0.00
1621209600,15-34,13,3.36,1.86
1621209600,35-59,51,7.06,7.29
1621209600,60-79,85,15.20,12.14
1621209600,80+,42,23.44,6.00
1621296000,00+,187,8.82,26.71
1621296000,00-04,1,1.14,0.14
1621296000,05-14,0,0.00,0.00
1621296000,15-34,12,3.10,1.71
1621296000,35-59,48,6.64,6.86
1621296000,60-79,83,14.84,11.86
1621296000,80+,43,24.00,6.14
1621382400,00+,176,8.30,25.14
1621382400,00-04,2,2.28,0.29
1621382400,05-14,0,0.00,0.00
1621382400,15-34,14,3.62,2.00
1621382400,35-59,45,6.23,6.43
1621382400,60-79,71,12.69,10.14
1621382400,80+,44,24.56,6.29
1621468800,00+,178,8.40,25.43
1621468800,00-04,3,3.42,0.43
1621468800,05-14,2,1.09,0.29
1621468800,15-34,9,2.32,1.29
1621468800,35-59,45,6.23,6.43
1621468800,60-79,78,13.94,11.14
1621468800,80+,41,22.88,5.86
1621555200,00+,176,8.30,25.14
1621555200,00-04,2,2.28,0.29
1621555200,05-14,2,1.09,0.29
1621555200,15-34,11,2.84,1.57
1621555200,35-59,42,5.81,6.00
1621555200,60-79,81,14.48,11.57
1621555200,80+,38,21.21,5.43
1621641600,00+,174,8.21,24.86
1621641600,00-04,2,2.28,0.29
1621641600,05-14,2,1.09,0.29
1621641600,15-34,10,2.58,1.43
1621641600,35-59,42,5.81,6.00
1621641600,60-79,84,15.02,12.00
1621641600,80+,34,18.98,4.86
1621728000,00+,160,7.55,22.86
1621728000,00-04,2,2.28,0.29
1621728000,05-14,2,1.09,0.29
1621728000,15-34,12,3.10,1.71
1621728000,35-59,37,5.12,5.29
1621728000,60-79,75,13.41,10.71
1621728000,80+,32,17.86,4.57
1621814400,00+,158,7.45,22.57
1621814400,00-04,2,2.28,0.29
1621814400,05-14,2,1.09,0.29
1621814400,15-34,12,3.10,1.71
1621814400,35-59,34,4.70,4.86
1621814400,60-79,76,13.59,10.86
1621814400,80+,32,17.86,4.57
1621900800,00+,134,6.32,19.14
1621900800,00-04,2,2.28,0.29
1621900800,05-14,2,1.09,0.29
1621900800,15-34,9,2.32,1.29
1621900800,35-59,32,4.43,4.57
1621900800,60-79,64,11.44,9.14
1621900800,80+,25,13.95,3.57
1621987200,00+,121,5.71,17.29
1621987200,00-04,1,1.14,0.14
1621987200,05-14,2,1.09,0.29
1621987200,15-34,5,1.29,0.71
1621987200,35-59,28,3.87,4.00
1621987200,60-79,66,11.80,9.43
1621987200,80+,19,10.60,2.71
1622073600,00+,101,4.76,14.43
1622073600,00-04,0,0.00,0.00
1622073600,05-14,1,0.54,0.14
1622073600,15-34,6,1.55,0.86
1622073600,35-59,23,3.18,3.29
1622073600,60-79,54,9.65,7.71
1622073600,80+,17,9.49,2.43
1622160000,00+,99,4.67,14.14
1622160000,00-04,0,0.00,0.00
1622160000,05-14,1,0.54,0.14
1622160000,15-34,3,0.77,0.43
1622160000,35-59,22,3.04,3.14
1622160000,60-79,51,9.12,7.29
1622160000,80+,22,12.28,3.14
1622246400,00+,91,4.29,13.00
1622246400,00-04,1,1.14,0.14
1622246400,05-14,1,0.54,0.14
1622246400,15-34,4,1.03,0.57
1622246400,35-59,21,2.91,3.00
1622246400,60-79,44,7.87,6.29
1622246400,80+,20,11.16,2.86
1622332800,00+,87,4.10,12.43
1622332800,00-04,1,1.14,0.14
1622332800,05-14,1,0.54,0.14
1622332800,15-34,3,0.77,0.43
1622332800,35-59,15,2.08,2.14
1622332800,60-79,45,8.04,6.43
1622332800,80+,22,12.28,3.14
1622419200,00+,89,4.20,12.71
1622419200,00-04,1,1.14,0.14
1622419200,05-14,2,1.09,0.29
1622419200,15-34,3,0.77,0.43
1622419200,35-59,16,2.21,2.29
1622419200,60-79,46,8.22,6.57
1622419200,80+,21,11.72,3.00
1622505600,00+,91,4.29,13.00
1622505600,00-04,1,1.14,0.14
1622505600,05-14,2,1.09,0.29
1622505600,15-34,7,1.81,1.00
1622505600,35-59,13,1.80,1.86
1622505600,60-79,49,8.76,7.00
1622505600,80+,19,10.60,2.71
1622592000,00+,87,4.10,12.43
1622592000,00-04,1,1.14,0.14
1622592000,05-14,2,1.09,0.29
1622592000,15-34,8,2.07,1.14
1622592000,35-59,13,1.80,1.86
1622592000,60-79,46,8.22,6.57
1622592000,80+,17,9.49,2.43
1622678400,00+,76,3.58,10.86
1622678400,00-04,1,1.14,0.14
1622678400,05-14,1,0.54,0.14
1622678400,15-34,8,2.07,1.14
1622678400,35-59,11,1.52,1.57
1622678400,60-79,40,7.15,5.71
1622678400,80+,15,8.37,2.14
1622764800,00+,66,3.11,9.43
1622764800,00-04,1,1.14,0.14
1622764800,05-14,1,0.54,0.14
1622764800,15-34,9,2.32,1.29
1622764800,35-59,11,1.52,1.57
1622764800,60-79,33,5.90,4.71
1622764800,80+,11,6.14,1.57
1622851200,00+,65,3.07,9.29
1622851200,00-04,0,0.00,0.00
1622851200,05-14,1,0.54,0.14
1622851200,15-34,9,2.32,1.29
1622851200,35-59,10,1.38,1.43
1622851200,60-79,30,5.36,4.29
1622851200,80+,15,8.37,2.14
1622937600,00+,59,2.78,8.43
1622937600,00-04,0,0.00,0.00
1622937600,05-14,2,1.09,0.29
1622937600,15-34,9,2.32,1.29
1622937600,35-59,10,1.38,1.43
1622937600,60-79,26,4.65,3.71
1622937600,80+,12,6.70,1.71
1623024000,00+,55,2.59,7.86
1623024000,00-04,0,0.00,0.00
1623024000,05-14,1,0.54,0.14
1623024000,15-34,9,2.32,1.29
1623024000,35-59,10,1.38,1.43
1623024000,60-79,23,4.11,3.29
1623024000,80+,12,6.70,1.71
1623110400,00+,56,2.64,8.00
1623110400,00-04,0,0.00,0.00
1623110400,05-14,1,0.54,0.14
1623110400,15-34,5,1.29,0.71
1623110400,35-59,12,1.66,1.71
1623110400,60-79,23,4.11,3.29
1623110400,80+,15,8.37,2.14
1623196800,00+,51,2.41,7.29
1623196800,00-04,0,0.00,0.00
1623196800,05-14,1,0.54,0.14
1623196800,15-34,4,1.03,0.57
1623196800,35-59,12,1.66,1.71
1623196800,60-79,18,3.22,2.57
1623196800,80+,16,8.93,2.29
1623283200,00+,47,2.22,6.71
1623283200,00-04,0,0.00,0.00
1623283200,05-14,1,0.54,0.14
1623283200,15-34,4,1.03,0.57
1623283200,35-59,11,1.52,1.57
1623283200,60-79,17,3.04,2.43
1623283200,80+,14,7.81,2.00
1623369600,00+,47,2.22,6.71
1623369600,00-04,0,0.00,0.00
1623369600,05-14,1,0.54,0.14
1623369600,15-34,5,1.29,0.71
1623369600,35-59,10,1.38,1.43
1623369600,60-79,18,3.22,2.57
1623369600,80+,13,7.26,1.86
1623456000,00+,44,2.08,6.29
1623456000,00-04,0,0.00,0.00
1623456000,05-14,1,0.54,0.14
1623456000,15-34,4,1.03,0.57
1623456000,35-59,10,1.38,1.43
1623456000,60-79,18,3.22,2.57
1623456000,80+,11,6.14,1.57
1623542400,00+,42,1.98,6.00
1623542400,00-04,0,0.00,0.00
1623542400,05-14,0,0.00,0.00
1623542400,15-34,3,0.77,0.43
1623542400,35-59,11,1.52,1.57
1623542400,60-79,17,3.04,2.43
1623542400,80+,11,6.14,1.57
1623628800,00+,40,1.89,5.71
1623628800,00-04,0,0.00,0.00
1623628800,05-14,0,0.00,0.00
1623628800,15-34,3,0.77,0.43
1623628800,35-59,10,1.38,1.43
1623628800,60-79,16,2.86,2.29
1623628800,80+,11,6.14,1.57
1623715200,00+,31,1.46,4.43
1623715200,00-04,0,0.00,0.00
1623715200,05-14,0,0.00,0.00
1623715200,15-34,3,0.77,0.43
1623715200,35-59,10,1.38,1.43
1623715200,60-79,11,1.97,1.57
1623715200,80+,7,3.91,1.00
1623801600,00+,25,1.18,3.57
1623801600,00-04,0,0.00,0.00
1623801600,05-14,0,0.00,0.00
1623801600,15-34,3,0.77,0.43
1623801600,35-59,7,0.97,1.00
1623801600,60-79,11,1.97,1.57
1623801600,80+,4,2.23,0.57
1623888000,00+,28,1.32,4.00
1623888000,00-04,0,0.00,0.00
1623888000,05-14,0,0.00,0.00
1623888000,15-34,2,0.52,0.29
1623888000,35-59,10,1.38,1.43
1623888000,60-79,10,1.79,1.43
1623888000,80+,6,3.35,0.86
1623974400,00+,24,1.13,3.43
1623974400,00-04,0,0.00,0.00
1623974400,05-14,0,0.00,0.00
1623974400,15-34,0,0.00,0.00
1623974400,35-59,10,1.38,1.43
1623974400,60-79,8,1.43,1.14
1623974400,80+,6,3.35,0.86
1624060800,00+,22,1.04,3.14
1624060800,00-04,0,0.00,0.00
1624060800,05-14,0,0.00,0.00
1624060800,15-34,0,0.00,0.00
1624060800,35-59,11,1.52,1.57
1624060800,60-79,7,1.25,1.00
1624060800,80+,4,2.23,0.57
1624147200,00+,26,1.23,3.71
1624147200,00-04,1,1.14,0.14
1624147200,05-14,1,0.54,0.14
1624147200,15-34,1,0.26,0.14
1624147200,35-59,12,1.66,1.71
1624147200,60-79,7,1.25,1.00
1624147200,80+,4,2.23,0.57
1624233600,00+,26,1.23,3.71
1624233600,00-04,1,1.14,0.14
1624233600,05-14,1,0.54,0.14
1624233600,15-34,1,0.26,0.14
1624233600,35-59,12,1.66,1.71
1624233600,60-79,7,1.25,1.00
1624233600,80+,4,2.23,0.57
1624320000,00+,26,1.23,3.71
1624320000,00-04,1,1.14,0.14
1624320000,05-14,2,1.09,0.29
1624320000,15-34,1,0.26,0.14
1624320000,35-59,11,1.52,1.57
1624320000,60-79,7,1.25,1.00
1624320000,80+,4,2.23,0.57
1624406400,00+,26,1.23,3.71
1624406400,00-04,1,1.14,0.14
1624406400,05-14,2,1.09,0.29
1624406400,15-34,2,0.52,0.29
1624406400,35-59,10,1.38,1.43
1624406400,60-79,6,1.07,0.86
1624406400,80+,5,2.79,0.71
1624492800,00+,21,0.99,3.00
1624492800,00-04,1,1.14,0.14
1624492800,05-14,2,1.09,0.29
1624492800,15-34,3,0.77,0.43
1624492800,35-59,6,0.83,0.86
1624492800,60-79,6,1.07,0.86
1624492800,80+,3,1.67,0.43
1624579200,00+,21,0.99,3.00
1624579200,00-04,1,1.14,0.14
1624579200,05-14,2,1.09,0.29
1624579200,15-34,3,0.77,0.43
1624579200,35-59,6,0.83,0.86
1624579200,60-79,6,1.07,0.86
1624579200,80+,3,1.67,0.43
1624665600,00+,19,0.90,2.71
1624665600,00-04,1,1.14,0.14
1624665600,05-14,2,1.09,0.29
1624665600,15-34,3,0.77,0.43
1624665600,35-59,4,0.55,0.57
1624665600,60-79,5,0.89,0.71
1624665600,80+,4,2.23,0.57
1624752000,00+,15,0.71,2.14
1624752000,00-04,0,0.00,0.00
1624752000,05-14,1,0.54,0.14
1624752000,15-34,2,0.52,0.29
1624752000,35-59,2,0.28,0.29
1624752000,60-79,6,1.07,0.86
1624752000,80+,4,2.23,0.57
1624838400,00+,15,0.71,2.14
1624838400,00-04,0,0.00,0.00
1624838400,05-14,1,0.54,0.14
1624838400,15-34,2,0.52,0.29
1624838400,35-59,2,0.28,0.29
1624838400,60-79,6,1.07,0.86
1624838400,80+,4,2.23,0.57
1624924800,00+,13,0.61,1.86
1624924800,00-04,0,0.00,0.00
1624924800,05-14,0,0.00,0.00
1624924800,15-34,2,0.52,0.29
1624924800,35-59,1,0.14,0.14
1624924800,60-79,6,1.07,0.86
1624924800,80+,4,2.23,0.57
1625011200,00+,11,0.52,1.57
1625011200,00-04,0,0.00,0.00
1625011200,05-14,0,0.00,0.00
1625011200,15-34,2,0.52,0.29
1625011200,35-59,1,0.14,0.14
1625011200,60-79,5,0.89,0.71
1625011200,80+,3,1.67,0.43
1625097600,00+,10,0.47,1.43
1625097600,00-04,2,2.28,0.29
1625097600,05-14,0,0.00,0.00
1625097600,15-34,1,0.26,0.14
1625097600,35-59,1,0.14,0.14
1625097600,60-79,4,0.72,0.57
1625097600,80+,2,1.12,0.29
1625184000,00+,14,0.66,2.00
1625184000,00-04,2,2.28,0.29
1625184000,05-14,0,0.00,0.00
1625184000,15-34,3,0.77,0.43
1625184000,35-59,2,0.28,0.29
1625184000,60-79,3,0.54,0.43
1625184000,80+,4,2.23,0.57
1625270400,00+,14,0.66,2.00
1625270400,00-04,2,2.28,0.29
1625270400,05-14,0,0.00,0.00
1625270400,15-34,3,0.77,0.43
1625270400,35-59,2,0.28,0.29
1625270400,60-79,4,0.72,0.57
1625270400,80+,3,1.67,0.43
1625356800,00+,12,0.57,1.71
1625356800,00-04,2,2.28,0.29
1625356800,05-14,0,0.00,0.00
1625356800,15-34,3,0.77,0.43
1625356800,35-59,2,0.28,0.29
1625356800,60-79,2,0.36,0.29
1625356800,80+,3,1.67,0.43
1625443200,00+,12,0.57,1.71
1625443200,00-04,2,2.28,0.29
1625443200,05-14,0,0.00,0.00
1625443200,15-34,3,0.77,0.43
1625443200,35-59,2,0.28,0.29
1625443200,60-79,2,0.36,0.29
1625443200,80+,3,1.67,0.43
1625529600,00+,12,0.57,1.71
1625529600,00-04,2,2.28,0.29
1625529600,05-14,0,0.00,0.00
1625529600,15-34,3,0.77,0.43
1625529600,35-59,2,0.28,0.29
1625529600,60-79,1,0.18,0.14
1625529600,80+,4,2.23,0.57
1625616000,00+,9,0.42,1.29
1625616000,00-04,2,2.28,0.29
1625616000,05-14,0,0.00,0.00
1625616000,15-34,2,0.52,0.29
1625616000,35-59,1,0.14,0.14
1625616000,60-79,1,0.18,0.14
1625616000,80+,3,1.67,0.43
1625702400,00+,8,0.38,1.14
1625702400,00-04,0,0.00,0.00
1625702400,05-14,0,0.00,0.00
1625702400,15-34,2,0.52,0.29
1625702400,35-59,1,0.14,0.14
1625702400,60-79,2,0.36,0.29
1625702400,80+,3,1.67,0.43
1625788800,00+,7,0.33,1.00
1625788800,00-04,0,0.00,0.00
1625788800,05-14,1,0.54,0.14
1625788800,15-34,0,0.00,0.00
1625788800,35-59,1,0.14,0.14
1625788800,60-79,3,0.54,0.43
1625788800,80+,2,1.12,0.29
1625875200,00+,7,0.33,1.00
1625875200,00-04,0,0.00,0.00
1625875200,05-14,1,0.54,0.14
1625875200,15-34,0,0.00,0.00
1625875200,35-59,2,0.28,0.29
1625875200,60-79,2,0.36,0.29
1625875200,80+,2,1.12,0.29
1625961600,00+,7,0.33,1.00
1625961600,00-04,0,0.00,0.00
1625961600,05-14,1,0.54,0.14
1625961600,15-34,0,0.00,0.00
1625961600,35-59,2,0.28,0.29
1625961600,60-79,2,0.36,0.29
1625961600,80+,2,1.12,0.29
1626048000,00+,7,0.33,1.00
1626048000,00-04,0,0.00,0.00
1626048000,05-14,1,0.54,0.14
1626048000,15-34,0,0.00,0.00
1626048000,35-59,2,0.28,0.29
1626048000,60-79,2,0.36,0.29
1626048000,80+,2,1.12,0.29
1626134400,00+,8,0.38,1.14
1626134400,00-04,0,0.00,0.00
1626134400,05-14,1,0.54,0.14
1626134400,15-34,1,0.26,0.14
1626134400,35-59,2,0.28,0.29
1626134400,60-79,3,0.54,0.43
1626134400,80+,1,0.56,0.14
1626220800,00+,9,0.42,1.29
1626220800,00-04,0,0.00,0.00
1626220800,05-14,1,0.54,0.14
1626220800,15-34,2,0.52,0.29
1626220800,35-59,2,0.28,0.29
1626220800,60-79,3,0.54,0.43
1626220800,80+,1,0.56,0.14
1626307200,00+,10,0.47,1.43
1626307200,00-04,0,0.00,0.00
1626307200,05-14,1,0.54,0.14
1626307200,15-34,2,0.52,0.29
1626307200,35-59,3,0.42,0.43
1626307200,60-79,2,0.36,0.29
1626307200,80+,2,1.12,0.29
1626393600,00+,7,0.33,1.00
1626393600,00-04,0,0.00,0.00
1626393600,05-14,0,0.00,0.00
1626393600,15-34,3,0.77,0.43
1626393600,35-59,2,0.28,0.29
1626393600,60-79,1,0.18,0.14
1626393600,80+,1,0.56,0.14
1626480000,00+,8,0.38,1.14
1626480000,00-04,0,0.00,0.00
1626480000,05-14,0,0.00,0.00
1626480000,15-34,3,0.77,0.43
1626480000,35-59,2,0.28,0.29
1626480000,60-79,1,0.18,0.14
1626480000,80+,2,1.12,0.29
1626566400,00+,8,0.38,1.14
1626566400,00-04,0,0.00,0.00
1626566400,05-14,0,0.00,0.00
1626566400,15-34,3,0.77,0.43
1626566400,35-59,2,0.28,0.29
1626566400,60-79,1,0.18,0.14
1626566400,80+,2,1.12,0.29
1626652800,00+,8,0.38,1.14
1626652800,00-04,0,0.00,0.00
1626652800,05-14,0,0.00,0.00
1626652800,15-34,3,0.77,0.43
1626652800,35-59,2,0.28,0.29
1626652800,60-79,1,0.18,0.14
1626652800,80+,2,1.12,0.29
1626739200,00+,12,0.57,1.71
1626739200,00-04,0,0.00,0.00
1626739200,05-14,0,0.00,0.00
1626739200,15-34,3,0.77,0.43
1626739200,35-59,4,0.55,0.57
1626739200,60-79,3,0.54,0.43
1626739200,80+,2,1.12,0.29
1626825600,00+,13,0.61,1.86
1626825600,00-04,0,0.00,0.00
1626825600,05-14,0,0.00,0.00
1626825600,15-34,2,0.52,0.29
1626825600,35-59,6,0.83,0.86
1626825600,60-79,3,0.54,0.43
1626825600,80+,2,1.12,0.29
1626912000,00+,14,0.66,2.00
1626912000,00-04,0,0.00,0.00
1626912000,05-14,0,0.00,0.00
1626912000,15-34,2,0.52,0.29
1626912000,35-59,5,0.69,0.71
1626912000,60-79,5,0.89,0.71
1626912000,80+,2,1.12,0.29
1626998400,00+,18,0.85,2.57
1626998400,00-04,0,0.00,0.00
1626998400,05-14,0,0.00,0.00
1626998400,15-34,2,0.52,0.29
1626998400,35-59,5,0.69,0.71
1626998400,60-79,8,1.43,1.14
1626998400,80+,3,1.67,0.43
1627084800,00+,19,0.90,2.71
1627084800,00-04,0,0.00,0.00
1627084800,05-14,0,0.00,0.00
1627084800,15-34,2,0.52,0.29
1627084800,35-59,4,0.55,0.57
1627084800,60-79,11,1.97,1.57
1627084800,80+,2,1.12,0.29
1627171200,00+,19,0.90,2.71
1627171200,00-04,0,0.00,0.00
1627171200,05-14,0,0.00,0.00
1627171200,15-34,2,0.52,0.29
1627171200,35-59,4,0.55,0.57
1627171200,60-79,11,1.97,1.57
1627171200,80+,2,1.12,0.29
1627257600,00+,19,0.90,2.71
1627257600,00-04,0,0.00,0.00
1627257600,05-14,0,0.00,0.00
1627257600,15-34,2,0.52,0.29
1627257600,35-59,4,0.55,0.57
1627257600,60-79,11,1.97,1.57
1627257600,80+,2,1.12,0.29
1627344000,00+,14,0.66,2.00
1627344000,00-04,0,0.00,0.00
1627344000,05-14,0,0.00,0.00
1627344000,15-34,1,0.26,0.14
1627344000,35-59,2,0.28,0.29
1627344000,60-79,9,1.61,1.29
1627344000,80+,2,1.12,0.29
1627430400,00+,12,0.57,1.71
1627430400,00-04,0,0.00,0.00
1627430400,05-14,0,0.00,0.00
1627430400,15-34,1,0.26,0.14
1627430400,35-59,0,0.00,0.00
1627430400,60-79,9,1.61,1.29
1627430400,80+,2,1.12,0.29
1627516800,00+,11,0.52,1.57
1627516800,00-04,0,0.00,0.00
1627516800,05-14,0,0.00,0.00
1627516800,15-34,1,0.26,0.14
1627516800,35-59,1,0.14,0.14
1627516800,60-79,8,1.43,1.14
1627516800,80+,1,0.56,0.14
1627603200,00+,8,0.38,1.14
1627603200,00-04,0,0.00,0.00
1627603200,05-14,0,0.00,0.00
1627603200,15-34,0,0.00,0.00
1627603200,35-59,1,0.14,0.14
1627603200,60-79,6,1.07,0.86
1627603200,80+,1,0.56,0.14
1627689600,00+,5,0.24,0.71
1627689600,00-04,0,0.00,0.00
1627689600,05-14,0,0.00,0.00
1627689600,15-34,0,0.00,0.00
1627689600,35-59,1,0.14,0.14
1627689600,60-79,3,0.54,0.43
1627689600,80+,1,0.56,0.14
1627776000,00+,5,0.24,0.71
1627776000,00-04,0,0.00,0.00
1627776000,05-14,0,0.00,0.00
1627776000,15-34,0,0.00,0.00
1627776000,35-59,1,0.14,0.14
1627776000,60-79,3,0.54,0.43
1627776000,80+,1,0.56,0.14
1627862400,00+,5,0.24,0.71
1627862400,00-04,0,0.00,0.00
1627862400,05-14,0,0.00,0.00
1627862400,15-34,0,0.00,0.00
1627862400,35-59,1,0.14,0.14
1627862400,60-79,3,0.54,0.43
1627862400,80+,1,0.56,0.14
1627948800,00+,5,0.24,0.71
1627948800,00-04,0,0.00,0.00
1627948800,05-14,0,0.00,0.00
1627948800,15-34,0,0.00,0.00
1627948800,35-59,1,0.14,0.14
1627948800,60-79,2,0.36,0.29
1627948800,80+,2,1.12,0.29
1628035200,00+,6,0.28,0.86
1628035200,00-04,0,0.00,0.00
1628035200,05-14,0,0.00,0.00
1628035200,15-34,0,0.00,0.00
1628035200,35-59,2,0.28,0.29
1628035200,60-79,2,0.36,0.29
1628035200,80+,2,1.12,0.29
1628121600,00+,4,0.19,0.57
1628121600,00-04,0,0.00,0.00
1628121600,05-14,0,0.00,0.00
1628121600,15-34,0,0.00,0.00
1628121600,35-59,1,0.14,0.14
1628121600,60-79,1,0.18,0.14
1628121600,80+,2,1.12,0.29
1628208000,00+,4,0.19,0.57
1628208000,00-04,0,0.00,0.00
1628208000,05-14,0,0.00,0.00
1628208000,15-34,2,0.52,0.29
1628208000,35-59,1,0.14,0.14
1628208000,60-79,0,0.00,0.00
1628208000,80+,1,0.56,0.14
1628294400,00+,7,0.33,1.00
1628294400,00-04,0,0.00,0.00
1628294400,05-14,0,0.00,0.00
1628294400,15-34,2,0.52,0.29
1628294400,35-59,2,0.28,0.29
1628294400,60-79,0,0.00,0.00
1628294400,80+,3,1.67,0.43
1628380800,00+,9,0.42,1.29
1628380800,00-04,0,0.00,0.00
1628380800,05-14,0,0.00,0.00
1628380800,15-34,2,0.52,0.29
1628380800,35-59,3,0.42,0.43
1628380800,60-79,0,0.00,0.00
1628380800,80+,4,2.23,0.57
1628467200,00+,13,0.61,1.86
1628467200,00-04,0,0.00,0.00
1628467200,05-14,0,0.00,0.00
1628467200,15-34,4,1.03,0.57
1628467200,35-59,3,0.42,0.43
1628467200,60-79,2,0.36,0.29
1628467200,80+,4,2.23,0.57
1628553600,00+,13,0.61,1.86
1628553600,00-04,0,0.00,0.00
1628553600,05-14,0,0.00,0.00
1628553600,15-34,4,1.03,0.57
1628553600,35-59,3,0.42,0.43
1628553600,60-79,3,0.54,0.43
1628553600,80+,3,1.67,0.43
1628640000,00+,15,0.71,2.14
1628640000,00-04,0,0.00,0.00
1628640000,05-14,0,0.00,0.00
1628640000,15-34,4,1.03,0.57
1628640000,35-59,3,0.42,0.43
1628640000,60-79,4,0.72,0.57
1628640000,80+,4,2.23,0.57
1628726400,00+,18,0.85,2.57
1628726400,00-04,0,0.00,0.00
1628726400,05-14,0,0.00,0.00
1628726400,15-34,5,1.29,0.71
